,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,BounceRates,PageValues,SpecialDay,Weekend,Visitor_New_Visitor,Visitor_Returning_Visitor,Revenue
2756,0.0,0.0,0.0,0.0,5.0,0.058196969500000056,0.0,0.0,0,0,1,0
2757,7.0,155.6,2.0,72.0,52.0,0.024747475,18.855502398000006,0.0,0,0,1,0
2758,0.0,0.0,0.0,0.0,23.0,0.008695652,0.0,0.6,0,0,1,0
2759,10.0,224.88750000000005,0.0,0.0,46.0,0.021938776,18.855502398000006,0.4,0,0,1,0
2760,3.0,6.0,0.0,0.0,24.0,0.030769231,0.0,0.2,0,0,1,0
2761,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.8,0,0,1,0
2762,0.0,0.0,0.0,0.0,16.0,0.025,0.0,0.6,0,0,1,0
2763,0.0,0.0,0.0,0.0,7.0,0.028571429,0.0,0.0,1,0,1,0
2764,0.0,0.0,0.0,0.0,34.0,0.005882353,0.0,0.4,0,0,1,0
2765,6.0,86.5,2.0,72.0,39.0,0.021162791,18.855502398000006,0.0,0,0,1,1
2766,9.0,224.88750000000005,2.0,0.0,14.0,0.010526316,0.0,0.0,1,0,1,0
2767,0.0,0.0,0.0,0.0,35.0,0.02,18.855502398000006,0.0,1,0,1,1
2768,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,1.0,1,0,1,0
2769,0.0,0.0,0.0,0.0,27.0,0.0,18.855502398000006,0.0,0,1,0,1
2770,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,0,1,0
2771,2.0,166.0,2.0,72.0,10.0,0.014285714,0.0,0.0,1,1,0,0
2772,0.0,0.0,0.0,0.0,9.0,0.011111111,0.0,0.8,0,0,1,0
2773,1.0,11.0,2.0,72.0,37.0,0.019512195,0.0,1.0,1,0,1,0
2774,0.0,0.0,0.0,0.0,26.0,0.016571429,0.0,0.0,0,0,1,0
2775,5.0,103.0,0.0,0.0,16.0,0.021052632,0.0,0.0,0,0,1,0
2776,7.0,224.88750000000005,2.0,72.0,74.0,0.0,18.855502398000006,0.0,0,0,1,0
2777,0.0,0.0,2.0,72.0,12.0,0.0,0.0,0.0,0,0,1,0
2778,0.0,0.0,0.0,0.0,4.0,0.058196969500000056,0.0,0.0,0,0,1,0
2779,3.0,69.0,0.0,0.0,37.0,0.0,18.855502398000006,0.0,1,1,0,1
2780,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.6,0,0,1,0
2781,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.8,0,0,1,0
2782,5.0,230.25,2.0,72.0,27.0,0.0,18.855502398000006,0.0,1,1,0,1
2783,5.0,205.5,2.0,72.0,37.0,0.0,18.855502398000006,0.0,1,0,1,0
2784,0.0,0.0,2.0,72.0,12.0,0.016666667,18.855502398000006,0.8,0,0,1,1
2785,0.0,0.0,0.0,0.0,25.0,0.016666667,18.855502398000006,0.0,0,0,1,1
2786,2.0,25.0,0.0,0.0,20.0,0.012698413,0.0,0.0,0,0,1,0
2787,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
2788,0.0,0.0,0.0,0.0,11.0,0.058196969500000056,0.0,0.4,0,0,1,0
2789,0.0,0.0,0.0,0.0,14.0,0.0,18.855502398000006,0.0,0,0,1,1
2790,2.0,35.0,0.0,0.0,44.0,0.022727273,0.0,0.0,0,0,1,0
2791,1.0,44.5,0.0,0.0,18.0,0.0,18.855502398000006,0.0,0,0,1,0
2792,0.0,0.0,0.0,0.0,38.0,0.037894737,0.0,0.2,0,0,1,0
2793,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
2794,0.0,0.0,0.0,0.0,8.0,0.0,18.855502398000006,0.0,0,0,1,1
2795,3.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,0,0,1,0
2796,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
2797,0.0,0.0,0.0,0.0,10.0,0.058196969500000056,0.0,0.8,0,0,1,0
2798,1.0,20.0,0.0,0.0,20.0,0.058196969500000056,0.0,0.8,0,0,1,0
2799,0.0,0.0,0.0,0.0,7.0,0.028571429,0.0,0.4,0,0,1,0
2800,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
2801,0.0,0.0,2.0,72.0,15.0,0.0,18.855502398000006,0.0,0,1,0,1
2802,8.0,206.0,0.0,0.0,8.0,0.0,0.0,0.0,0,0,1,0
2803,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0,1,0
2804,0.0,0.0,0.0,0.0,31.0,0.02,0.0,0.4,0,0,1,0
2805,0.0,0.0,0.0,0.0,16.0,0.004761905,0.0,0.0,1,0,1,0
2806,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
2807,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0
2808,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.6,0,0,1,0
2809,1.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.8,0,0,1,0
2810,1.0,41.33333333,0.0,0.0,44.0,0.0,18.855502398000006,0.6,0,0,1,1
2811,0.0,0.0,0.0,0.0,39.0,0.015789474,0.0,0.4,0,0,1,0
2812,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.0,0,0,1,0
2813,1.0,25.75,2.0,72.0,22.0,0.01474359,18.855502398000006,0.4,0,0,1,1
2814,0.0,0.0,0.0,0.0,6.0,0.058196969500000056,0.0,0.8,0,0,1,0
2815,0.0,0.0,0.0,0.0,10.0,0.058196969500000056,0.0,0.4,0,0,1,0
2816,0.0,0.0,0.0,0.0,15.0,0.001904762,0.0,0.0,0,0,1,0
2817,3.0,52.0,0.0,0.0,56.0,0.011403509,18.855502398000006,0.0,0,0,1,1
2818,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.6,0,0,1,0
2819,0.0,0.0,0.0,0.0,15.0,0.015384615,0.0,0.0,0,0,1,0
2820,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
2821,7.0,173.0833333,2.0,72.0,74.0,0.005346832,0.0,0.0,0,0,1,0
2822,3.0,62.0,0.0,0.0,13.0,0.0,0.0,0.0,0,1,0,0
2823,3.0,37.0,0.0,0.0,53.0,0.001960784,0.0,0.0,0,0,1,0
2824,10.0,224.88750000000005,2.0,72.0,74.0,0.001726619,18.855502398000006,0.0,0,0,1,0
2825,0.0,0.0,0.0,0.0,74.0,0.005696203,0.0,0.4,0,0,1,0
2826,0.0,0.0,0.0,0.0,12.0,0.018181818,0.0,0.6,0,0,1,0
2827,7.0,65.83333333,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
2828,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0,1,0,0
2829,0.0,0.0,0.0,0.0,50.0,0.0,18.855502398000006,0.0,1,1,0,1
2830,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
2831,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.8,0,0,1,0
2832,0.0,0.0,0.0,0.0,8.0,0.058196969500000056,0.0,0.0,0,0,1,0
2833,0.0,0.0,0.0,0.0,14.0,0.058196969500000056,0.0,0.0,0,0,1,0
2834,4.0,52.0,0.0,0.0,16.0,0.0,0.0,0.0,0,1,0,0
2835,2.0,5.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.8,0,0,1,0
2836,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1,0
2837,1.0,7.0,0.0,0.0,20.0,0.0,18.855502398000006,0.0,0,0,1,1
2838,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,0,1,0
2839,7.0,204.5,2.0,72.0,52.0,0.01754386,0.0,0.0,0,0,1,0
2840,0.0,0.0,0.0,0.0,16.0,0.0375,0.0,0.0,0,0,1,0
2841,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
2842,3.0,52.33333333,2.0,72.0,23.0,0.001111111,18.855502398000006,0.0,0,0,1,1
2843,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
2844,7.0,224.88750000000005,2.0,72.0,43.0,0.004081633,18.855502398000006,0.0,0,0,1,0
2845,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0
2846,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
2847,1.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0,1,0,0
2848,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,1,0
2849,0.0,0.0,0.0,0.0,38.0,0.002105263,0.0,0.2,0,0,1,0
2850,4.0,101.0,0.0,0.0,14.0,0.0,0.0,0.0,1,0,1,0
2851,0.0,0.0,0.0,0.0,29.0,0.013793103,0.0,0.0,0,0,1,0
2852,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,0,1,0
2853,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.4,0,0,1,0
2854,0.0,0.0,2.0,72.0,13.0,0.0,0.0,0.0,0,0,1,0
2855,2.0,55.0,0.0,0.0,46.0,0.008888889,0.0,0.4,0,0,1,0
2856,6.0,224.88750000000005,0.0,0.0,8.0,0.0,0.0,0.0,1,1,0,0
2857,0.0,0.0,0.0,0.0,20.0,0.01,0.0,0.2,0,0,1,0
2858,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
2859,10.0,197.1666667,0.0,0.0,35.0,0.0,18.855502398000006,0.0,0,0,1,0
2860,6.0,66.77272727,2.0,72.0,62.0,0.005882353,18.855502398000006,0.2,0,0,1,1
2861,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
2862,4.0,82.0,0.0,0.0,32.0,0.011764706,0.0,0.0,1,0,1,0
2863,1.0,65.0,0.0,0.0,65.0,0.0046875,18.855502398000006,0.2,0,0,1,0
2864,0.0,0.0,0.0,0.0,12.0,0.016666667,0.0,0.0,0,0,1,0
2865,5.0,86.5,0.0,0.0,68.0,0.010958904,0.0,0.8,0,0,1,0
2866,2.0,105.0,0.0,0.0,19.0,0.0,0.0,0.0,1,1,0,0
2867,0.0,0.0,0.0,0.0,25.0,0.012,0.0,0.4,0,0,1,0
2868,2.0,37.5,0.0,0.0,10.0,0.0,0.0,0.0,0,0,1,0
2869,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0,0,1,0
2870,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
2871,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1,0,1,0
2872,0.0,0.0,0.0,0.0,4.0,0.058196969500000056,0.0,0.0,0,0,1,0
2873,0.0,0.0,0.0,0.0,10.0,0.0,18.855502398000006,0.0,1,1,0,1
2874,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6,0,0,1,0
2875,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,0,1,0
2876,4.0,19.5,0.0,0.0,47.0,0.016326531,18.855502398000006,1.0,1,0,1,0
2877,0.0,0.0,0.0,0.0,37.0,0.018018018,0.0,1.0,1,0,1,0
2878,5.0,196.6666667,0.0,0.0,74.0,0.003157895,0.0,0.0,0,0,1,0
2879,0.0,0.0,0.0,0.0,16.0,0.0125,0.0,0.0,1,0,1,0
2880,0.0,0.0,0.0,0.0,13.0,0.058196969500000056,0.0,0.4,0,0,1,0
2881,5.0,188.0,0.0,0.0,22.0,0.0,0.0,0.2,0,1,0,0
2882,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
2883,3.0,105.0,0.0,0.0,37.0,0.006766917,0.0,0.0,0,0,1,0
2884,4.0,91.0,2.0,72.0,16.0,0.0,18.855502398000006,0.0,0,1,0,1
2885,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
2886,1.0,28.0,0.0,0.0,74.0,0.001169591,0.0,0.0,0,0,1,0
2887,6.0,162.1071429,0.0,0.0,31.0,0.012121212,18.855502398000006,0.0,1,1,0,0
2888,0.0,0.0,0.0,0.0,10.0,0.02,0.0,0.6,0,0,1,0
2889,1.0,37.0,0.0,0.0,23.0,0.058196969500000056,0.0,0.0,0,0,1,0
2890,6.0,66.16666667,2.0,72.0,74.0,0.004807692,0.0,0.4,0,0,1,0
2891,6.0,128.5,0.0,0.0,68.0,0.0,0.0,0.8,0,1,0,0
2892,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,0,1,0
2893,0.0,0.0,0.0,0.0,40.0,0.008333333,0.0,0.8,0,0,1,0
2894,7.0,224.88750000000005,0.0,0.0,35.0,0.001754386,18.855502398000006,0.0,1,0,1,0
2895,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,1,0
2896,0.0,0.0,0.0,0.0,5.0,0.058196969500000056,0.0,0.4,0,0,1,0
2897,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.8,0,0,1,0
2898,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
2899,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6,0,0,1,0
2900,0.0,0.0,0.0,0.0,4.0,0.033333333,0.0,0.4,0,0,1,0
2901,6.0,57.5,0.0,0.0,66.0,0.004109589,18.855502398000006,0.0,0,0,1,1
2902,5.0,102.0676923,2.0,72.0,74.0,0.0,18.855502398000006,0.0,1,0,1,1
2903,4.0,60.0,0.0,0.0,33.0,0.015151515,0.0,0.4,0,0,1,0
2904,0.0,0.0,0.0,0.0,25.0,0.058196969500000056,0.0,0.0,0,0,1,0
2905,7.0,224.88750000000005,2.0,72.0,31.0,0.0,18.855502398000006,0.0,1,0,1,1
2906,2.0,38.5,2.0,72.0,50.0,0.002884615,18.855502398000006,0.8,0,0,1,0
2907,5.0,85.0,0.0,0.0,24.0,0.04,0.0,1.0,1,0,1,0
2908,0.0,0.0,0.0,0.0,5.0,0.04,0.0,0.0,0,0,1,0
2909,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,0,1,0
2910,0.0,0.0,0.0,0.0,24.0,0.058196969500000056,0.0,0.0,1,0,1,0
2911,1.0,36.0,0.0,0.0,19.0,0.0,0.0,0.0,0,0,1,0
2912,5.0,224.88750000000005,2.0,72.0,14.0,0.022222222,0.0,0.0,1,0,1,0
2913,0.0,0.0,0.0,0.0,36.0,0.0,18.855502398000006,0.0,0,0,1,1
2914,0.0,0.0,0.0,0.0,7.0,0.028571429,0.0,0.6,0,0,1,0
2915,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,0,1,0
2916,0.0,0.0,0.0,0.0,19.0,0.058196969500000056,0.0,0.4,0,0,1,0
2917,0.0,0.0,0.0,0.0,8.0,0.058196969500000056,0.0,0.6,0,0,1,0
2918,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,1,0,0
2919,2.0,19.0,0.0,0.0,23.0,0.028571429,0.0,0.0,0,0,1,0
2920,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.0,0,0,1,0
2921,0.0,0.0,0.0,0.0,48.0,0.020138889,0.0,0.0,0,0,1,0
2922,1.0,3.0,0.0,0.0,45.0,0.001086957,18.855502398000006,0.0,0,0,1,0
2923,0.0,0.0,2.0,72.0,41.0,0.01,0.0,0.0,0,0,1,0
2924,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,0,1,0
2925,3.0,55.0,0.0,0.0,19.0,0.0,18.855502398000006,0.0,1,0,1,1
2926,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.6,0,0,1,0
2927,0.0,0.0,2.0,72.0,14.0,0.0,18.855502398000006,0.2,0,1,0,1
2928,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.4,0,0,1,0
2929,1.0,68.0,0.0,0.0,55.0,0.003636364,18.855502398000006,0.0,1,0,1,0
2930,3.0,124.0,0.0,0.0,13.0,0.0,0.0,0.0,0,1,0,0
2931,0.0,0.0,0.0,0.0,6.0,0.033333333,0.0,0.0,1,0,1,0
2932,1.0,29.0,2.0,72.0,11.0,0.014285714,18.855502398000006,0.6,0,0,1,1
2933,4.0,164.0,0.0,0.0,30.0,0.0,0.0,0.2,0,1,0,0
2934,4.0,35.66666667,2.0,72.0,43.0,0.0,0.0,0.0,1,0,1,0
2935,1.0,8.0,0.0,0.0,28.0,0.0,0.0,0.6,0,1,0,0
2936,0.0,0.0,2.0,72.0,32.0,0.058196969500000056,0.0,0.0,0,0,1,0
2937,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0,0,1,0
2938,8.0,168.1666667,0.0,0.0,28.0,0.014285714,0.0,0.0,1,0,1,0
2939,7.0,224.88750000000005,0.0,0.0,74.0,0.001439737,18.855502398000006,0.0,0,0,1,0
2940,0.0,0.0,0.0,0.0,16.0,0.028571429,0.0,0.8,0,0,1,0
2941,5.0,224.88750000000005,2.0,72.0,74.0,0.00173913,0.0,0.0,1,0,1,0
2942,8.0,102.0,0.0,0.0,83.0,0.0,18.855502398000006,0.0,1,1,0,1
2943,0.0,0.0,0.0,0.0,6.0,0.011111111,0.0,0.4,0,0,1,0
2944,3.0,166.0,0.0,0.0,2.0,0.0,0.0,0.8,0,0,1,0
2945,1.0,45.0,0.0,0.0,22.0,0.01,0.0,0.0,1,0,1,0
2946,0.0,0.0,0.0,0.0,18.0,0.022222222,0.0,0.0,0,0,1,0
2947,0.0,0.0,0.0,0.0,5.0,0.02,0.0,0.0,0,0,1,0
2948,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,0,0,1,0
2949,0.0,0.0,0.0,0.0,52.0,0.006410256,0.0,0.0,0,0,1,0
2950,0.0,0.0,0.0,0.0,22.0,0.058196969500000056,18.855502398000006,0.8,0,0,1,1
2951,1.0,3.5,0.0,0.0,11.0,0.0,0.0,0.2,0,0,1,0
2952,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,0,1,0
2953,0.0,0.0,0.0,0.0,53.0,0.058196969500000056,0.0,0.4,0,0,1,0
2954,0.0,0.0,0.0,0.0,26.0,0.019230769,0.0,0.8,0,0,1,0
2955,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,0,1,0
2956,2.0,65.5,0.0,0.0,53.0,0.001851852,18.855502398000006,0.0,0,0,1,0
2957,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0
2958,4.0,38.0,0.0,0.0,6.0,0.006060606,0.0,1.0,1,0,1,0
2959,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
2960,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0,0,1,0
2961,0.0,0.0,0.0,0.0,8.0,0.058196969500000056,0.0,0.0,0,0,1,0
2962,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,1,0
2963,0.0,0.0,0.0,0.0,9.0,0.058196969500000056,0.0,0.2,0,0,1,0
2964,6.0,105.0,2.0,0.0,43.0,0.037878788,0.0,0.0,1,0,1,0
2965,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,0,1,0
2966,0.0,0.0,0.0,0.0,24.0,0.041666667,0.0,1.0,1,0,1,0
2967,7.0,228.9166667,2.0,72.0,64.0,0.0,18.855502398000006,0.0,1,1,0,0
2968,8.0,224.88750000000005,2.0,72.0,31.0,0.0,18.855502398000006,0.0,0,1,0,1
2969,10.0,224.88750000000005,2.0,72.0,74.0,0.002509267,18.855502398000006,1.0,1,0,1,0
2970,1.0,4.5,2.0,72.0,74.0,0.002688695,18.855502398000006,1.0,1,0,1,0
2971,0.0,0.0,0.0,0.0,17.0,0.00625,0.0,0.0,0,0,1,0
2972,3.0,135.0,0.0,0.0,25.0,0.008,0.0,0.0,0,0,1,0
2973,0.0,0.0,2.0,72.0,4.0,0.0,0.0,0.0,1,0,1,0
2974,10.0,224.88750000000005,2.0,72.0,60.0,0.002857143,18.855502398000006,0.4,0,0,1,0
2975,0.0,0.0,2.0,0.0,57.0,0.007017544,18.855502398000006,0.6,0,0,1,1
2976,0.0,0.0,0.0,0.0,18.0,0.058196969500000056,0.0,1.0,1,0,1,0
2977,0.0,0.0,0.0,0.0,25.0,0.032,0.0,0.8,0,0,1,0
2978,0.0,0.0,0.0,0.0,9.0,0.033333333,0.0,0.0,0,0,1,0
2979,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,1,0,1,0
2980,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6,0,0,1,0
2981,0.0,0.0,0.0,0.0,6.0,0.058196969500000056,0.0,0.8,0,0,1,0
2982,2.0,98.0,0.0,0.0,20.0,0.0,0.0,0.0,1,0,1,0
2983,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,0,1,0
2984,3.0,23.0,2.0,72.0,74.0,0.002657807,0.0,1.0,1,0,1,0
2985,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,1,0
2986,5.0,18.0,2.0,72.0,17.0,0.0,0.0,0.0,0,0,1,0
2987,1.0,64.0,0.0,0.0,54.0,0.001282051,0.0,0.0,0,0,1,0
2988,2.0,23.0,0.0,0.0,74.0,0.008070175,0.0,0.0,0,0,1,0
2989,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0
2990,0.0,0.0,0.0,0.0,28.0,0.007142857,18.855502398000006,0.0,0,0,1,1
2991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0,0,1,0
2992,4.0,166.5,2.0,72.0,21.0,0.058196969500000056,0.0,0.0,0,0,1,0
2993,2.0,74.0,0.0,0.0,30.0,0.006666667,18.855502398000006,0.0,1,0,1,1
2994,1.0,42.0,0.0,0.0,10.0,0.022222222,0.0,0.0,1,1,0,0
2995,2.0,172.0,0.0,0.0,61.0,0.001111111,0.0,0.0,0,0,1,0
2996,3.0,232.9,2.0,72.0,83.0,0.008888889,0.0,0.0,0,0,1,0
2997,3.0,176.0,0.0,0.0,21.0,0.009090909,0.0,0.2,0,0,1,0
2998,1.0,5.0,0.0,0.0,17.0,0.0,18.855502398000006,0.0,0,0,1,0
2999,0.0,0.0,0.0,0.0,11.0,0.058196969500000056,0.0,0.0,1,0,1,0
3000,1.0,6.0,2.0,72.0,19.0,0.00952381,0.0,0.0,0,0,1,0
3001,4.0,56.66666667,0.0,0.0,21.0,0.0,0.0,0.0,0,0,1,0
3002,0.0,0.0,0.0,0.0,22.0,0.00952381,0.0,0.0,1,0,1,0
3003,1.0,19.0,2.0,0.0,56.0,0.013793103,0.0,0.6,0,0,1,0
3004,0.0,0.0,0.0,0.0,2.0,0.058196969500000056,0.0,0.0,0,0,1,0
3005,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
3006,3.0,52.33333333,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0
3007,0.0,0.0,0.0,0.0,4.0,0.058196969500000056,0.0,0.6,0,0,1,0
3008,0.0,0.0,0.0,0.0,18.0,0.030555556,0.0,0.8,0,0,1,0
3009,0.0,0.0,0.0,0.0,14.0,0.014285714,0.0,0.0,0,0,1,0
3010,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
3011,6.0,89.46666667,2.0,72.0,81.0,0.001605136,18.855502398000006,0.0,1,0,1,0
3012,0.0,0.0,0.0,0.0,5.0,0.04,0.0,0.0,0,0,1,0
3013,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
3014,1.0,9.0,0.0,0.0,11.0,0.0,18.855502398000006,0.0,0,0,1,1
3015,3.0,111.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0,1,0
3016,3.0,120.0,0.0,0.0,5.0,0.0,0.0,0.0,1,1,0,0
3017,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,1,0,0
3018,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1,0,1,0
3019,9.0,149.9333333,2.0,72.0,67.0,0.0,0.0,0.0,0,0,1,0
3020,0.0,0.0,0.0,0.0,34.0,0.020588235,0.0,0.8,0,0,1,0
3021,3.0,53.25,2.0,72.0,74.0,0.0,18.855502398000006,0.0,1,0,1,1
3022,0.0,0.0,0.0,0.0,74.0,0.002222222,0.0,0.8,0,0,1,0
3023,2.0,60.0,2.0,72.0,17.0,0.02173913,0.0,0.0,0,0,1,0
3024,1.0,97.0,0.0,0.0,4.0,0.0,0.0,0.0,0,1,0,0
3025,2.0,21.0,0.0,0.0,27.0,0.007142857,0.0,0.8,0,0,1,0
3026,0.0,0.0,0.0,0.0,4.0,0.04,0.0,0.4,0,0,1,0
3027,0.0,0.0,0.0,0.0,27.0,0.058196969500000056,0.0,0.8,0,0,1,0
3028,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1,1,0,0
3029,5.0,224.88750000000005,2.0,72.0,51.0,0.0,18.855502398000006,0.0,0,0,1,1
3030,0.0,0.0,0.0,0.0,20.0,0.005,0.0,0.8,0,0,1,0
3031,5.0,65.0,0.0,0.0,48.0,0.0,0.0,0.0,0,0,1,0
3032,3.0,149.0,0.0,0.0,25.0,0.014814815,0.0,0.0,0,0,1,0
3033,5.0,224.88750000000005,0.0,0.0,26.0,0.014285714,18.855502398000006,0.0,0,0,1,0
3034,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0,1,0
3035,3.0,49.75,0.0,0.0,59.0,0.0,0.0,0.0,0,1,0,0
3036,2.0,74.5,0.0,0.0,22.0,0.0,0.0,0.0,0,0,1,0
3037,3.0,40.0,0.0,0.0,19.0,0.008333333,18.855502398000006,0.6,0,0,1,1
3038,3.0,65.5,2.0,72.0,39.0,0.00952381,18.855502398000006,0.0,0,0,1,0
3039,9.0,224.88750000000005,2.0,72.0,81.0,0.001149425,0.0,0.0,0,0,1,0
3040,1.0,41.0,0.0,0.0,37.0,0.0,18.855502398000006,0.4,0,0,1,1
3041,0.0,0.0,2.0,72.0,74.0,0.003069054,0.0,0.6,0,0,1,0
3042,0.0,0.0,0.0,0.0,13.0,0.015384615,0.0,0.4,0,0,1,0
3043,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0,1,0
3044,0.0,0.0,2.0,72.0,36.0,0.032432432,0.0,1.0,1,0,1,0
3045,2.0,149.6666667,0.0,0.0,4.0,0.0,0.0,0.0,0,1,0,0
3046,0.0,0.0,0.0,0.0,44.0,0.058196969500000056,0.0,0.6,0,0,1,0
3047,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0
3048,0.0,0.0,0.0,0.0,1.0,0.058196969500000056,0.0,0.0,1,0,1,0
3049,4.0,172.0,0.0,0.0,11.0,0.033333333,0.0,0.0,1,0,1,0
3050,0.0,0.0,0.0,0.0,3.0,0.058196969500000056,0.0,0.4,0,0,1,0
3051,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,1,0,0
3052,0.0,0.0,2.0,72.0,62.0,0.003225806,18.855502398000006,0.0,1,0,1,0
3053,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,0,1,0
3054,5.0,158.0,0.0,0.0,56.0,0.003389831,18.855502398000006,0.0,0,0,1,0
3055,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.8,0,0,1,0
3056,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.6,0,0,1,0
3057,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0
3058,0.0,0.0,0.0,0.0,13.0,0.015384615,0.0,0.0,0,0,1,0
3059,7.0,134.0,2.0,72.0,11.0,0.0125,0.0,0.0,0,0,1,0
